file,block,type,detail,text
zhTW_L4S2_revised.srt,132,vocab_violation,"""同義詞"" → 同義字",接下來，我們需要在文章中找到關鍵詞或同義詞
zhTW_L4S2_revised.srt,135,vocab_violation,"""同義詞"" → 同義字",第二招，準備好應對同義詞。
zhTW_L4S2_revised.srt,140,vocab_violation,"""同義詞"" → 同義字",而非前往」的同義詞。
zhTW_L4S2_revised.srt,165,vocab_violation,"""詞彙"" → 字彙",符合詞彙形式和文法嗎？
zhTW_L4S2_revised.srt,170,vocab_violation,"""詞彙"" → 字彙",習，並擴充詞彙以提升閱讀理解能力。
zhTW_L4S2_revised.srt,172,vocab_violation,"""堂課"" → 單元",下一堂課見。
zhTW_L6S2_revised.srt,4,vocab_violation,"""瞭解"" → 了解",本課程旨在協助您瞭解此課程
zhTW_L6S2_revised.srt,10,leading_comma,"starts with ""，""",，表格填空是一種題型，它
zhTW_L6S2_revised.srt,20,vocab_violation,"""瞭解"" → 了解",我們可以瞭解「表格填空」
zhTW_L6S2_revised.srt,68,vocab_violation,"""詞彙"" → 字彙",在文章中，作者可能會使用不同的詞彙
zhTW_L6S2_revised.srt,69,vocab_violation,"""詞彙"" → 字彙",用以描述這些詞彙。
zhTW_L6S2_revised.srt,76,duplicate_phrase,"""例如，"" repeated",例如，例如，而非使用「效果」一詞
zhTW_L6S2_revised.srt,103,vocab_violation,"""同義詞"" → 同義字",準備好面對同義詞。
zhTW_L6S2_revised.srt,109,vocab_violation,"""同義詞"" → 同義字",接著，快速掃描以找到該主題或其同義詞。
zhTW_L6S2_revised.srt,181,cross_block_split,"""s"" → block 182 starts ""tay 之後非常合適。""",motivated 是形容詞，放在 s
zhTW_L6S2_revised.srt,181,trailing_fragment,"ends with ""s""",motivated 是形容詞，放在 s
zhTW_L6S2_revised.srt,196,vocab_violation,"""堂課"" → 單元",所以，這堂課能幫助您……
zhTW_L6S2_revised.srt,207,vocab_violation,"""堂課"" → 單元",下一堂課見。
zhTW_L8S2_revised.srt,33,vocab_violation,"""瞭解"" → 了解",好的，我們已經對流程圖的完成有了概略的瞭解。
zhTW_L8S2_revised.srt,58,vocab_violation,"""瞭解"" → 了解",1，以瞭解該過程從何處開始。
zhTW_L8S2_revised.srt,59,untranslated_english,"""The desert surface constantly absorb""",方框中寫著，「The desert surface constantly absorb...」
zhTW_L8S2_revised.srt,67,vocab_violation,"""同義詞"" → 同義字",尋找沙漠表面，或同義詞如 ground。
zhTW_L8S2_revised.srt,75,vocab_violation,"""同義詞"" → 同義字",receives 是 absorbs 的直接同義詞。
zhTW_L8S2_revised.srt,98,vocab_violation,"""詞彙"" → 字彙",因此，空白處應填入的正確詞彙是 air。
zhTW_L8S2_revised.srt,130,vocab_violation,"""同義詞"" → 同義字",這裡有完美的同義詞在幫助我們。
zhTW_L8S2_revised.srt,139,leading_comma,"starts with ""，""",，而非僅隨機掃描字詞。
zhTW_L8S2_revised.srt,141,vocab_violation,"""堂課"" → 單元",因此，這堂課將協助你……
zhTW_L8S2_revised.srt,142,vocab_violation,"""瞭解"" → 了解",1. 瞭解流程圖填空的形式及
